"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 17 09:04:58 GMT 2024","Sun Nov 17 09:04:58 GMT 2024","463","Local Storage / Session Storage","","","","","cy.clearLocalStorage() - clear all data in localStorage for the current origin",""
"passed","Sun Nov 17 09:04:17 GMT 2024","Sun Nov 17 09:04:17 GMT 2024","201","Cypress APIs","Cypress.Commands","","","",".add() - create a custom command",""
"passed","Sun Nov 17 09:04:17 GMT 2024","Sun Nov 17 09:04:17 GMT 2024","86","Cypress APIs","Cypress.env()","","","","Get environment variables",""
"passed","Sun Nov 17 09:04:47 GMT 2024","Sun Nov 17 09:04:47 GMT 2024","94","Querying","","","","",".within() - query DOM elements within a specific element",""
"passed","Sun Nov 17 09:03:48 GMT 2024","Sun Nov 17 09:03:48 GMT 2024","213","Actions","","","","",".rightclick() - right click on a DOM element",""
"passed","Sun Nov 17 09:04:42 GMT 2024","Sun Nov 17 09:04:42 GMT 2024","204","Network Requests","","","","","cy.request() - save response in the shared test context",""
"passed","Sun Nov 17 09:04:30 GMT 2024","Sun Nov 17 09:04:30 GMT 2024","86","Misc","","","","","cy.wrap() - wrap an object",""
"passed","Sun Nov 17 09:04:51 GMT 2024","Sun Nov 17 09:04:51 GMT 2024","201","Spies, Stubs, and Clock","","","","","cy.spy() - wrap a method in a spy",""
"passed","Sun Nov 17 09:03:35 GMT 2024","Sun Nov 17 09:03:35 GMT 2024","383","example to-do app","","","","","can add new todo items",""
"passed","Sun Nov 17 09:03:43 GMT 2024","Sun Nov 17 09:03:44 GMT 2024","166","Actions","","","","",".focus() - focus on a DOM element",""
"passed","Sun Nov 17 09:04:51 GMT 2024","Sun Nov 17 09:04:54 GMT 2024","2526","Spies, Stubs, and Clock","","","","","cy.spy() retries until assertions pass",""
"passed","Sun Nov 17 09:05:14 GMT 2024","Sun Nov 17 09:05:16 GMT 2024","2739","Viewport","","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Sun Nov 17 09:04:54 GMT 2024","Sun Nov 17 09:04:54 GMT 2024","240","Spies, Stubs, and Clock","","","","","cy.tick() - move time in the browser",""
"passed","Sun Nov 17 09:05:04 GMT 2024","Sun Nov 17 09:05:04 GMT 2024","102","Traversal","","","","",".parent() - get parent DOM element from DOM elements",""
"passed","Sun Nov 17 09:04:18 GMT 2024","Sun Nov 17 09:04:18 GMT 2024","80","Cypress APIs","Cypress.version","","","","Get current version of Cypress being run",""
"passed","Sun Nov 17 09:04:59 GMT 2024","Sun Nov 17 09:04:59 GMT 2024","158","Local Storage / Session Storage","","","","","cy.getAllSessionStorage() - get all data in sessionStorage for all origins",""
"passed","Sun Nov 17 09:05:03 GMT 2024","Sun Nov 17 09:05:03 GMT 2024","106","Traversal","","","","",".closest() - get closest ancestor DOM element",""
"passed","Sun Nov 17 09:05:03 GMT 2024","Sun Nov 17 09:05:03 GMT 2024","105","Traversal","","","","",".eq() - get a DOM element at a specific index",""
"passed","Sun Nov 17 09:04:02 GMT 2024","Sun Nov 17 09:04:02 GMT 2024","94","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Sun Nov 17 09:05:05 GMT 2024","Sun Nov 17 09:05:05 GMT 2024","110","Traversal","","","","",".prev() - get previous sibling DOM element",""
"passed","Sun Nov 17 09:03:34 GMT 2024","Sun Nov 17 09:03:35 GMT 2024","397","example to-do app","","","","","displays two todo items by default",""
"passed","Sun Nov 17 09:04:08 GMT 2024","Sun Nov 17 09:04:08 GMT 2024","87","Connectors",".then()","","","","yields the original subject without return",""
"passed","Sun Nov 17 09:04:02 GMT 2024","Sun Nov 17 09:04:04 GMT 2024","1580","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Sun Nov 17 09:05:04 GMT 2024","Sun Nov 17 09:05:04 GMT 2024","101","Traversal","","","","",".nextAll() - get all next sibling DOM elements",""
"passed","Sun Nov 17 09:04:29 GMT 2024","Sun Nov 17 09:04:29 GMT 2024","684","Misc","","","","","cy.exec() - execute a system command",""
"passed","Sun Nov 17 09:04:17 GMT 2024","Sun Nov 17 09:04:18 GMT 2024","82","Cypress APIs","Cypress.log","","","","Control what is printed to the Command Log",""
"passed","Sun Nov 17 09:04:12 GMT 2024","Sun Nov 17 09:04:12 GMT 2024","193","Cookies","","","","","cy.getCookies() - get browser cookies for the current domain",""
"passed","Sun Nov 17 09:04:41 GMT 2024","Sun Nov 17 09:04:42 GMT 2024","305","Network Requests","","","","","cy.request() - verify response using BDD syntax",""
"passed","Sun Nov 17 09:04:58 GMT 2024","Sun Nov 17 09:04:58 GMT 2024","167","Local Storage / Session Storage","","","","","cy.getAllLocalStorage() - get all data in localStorage for all origins",""
"passed","Sun Nov 17 09:03:50 GMT 2024","Sun Nov 17 09:03:51 GMT 2024","141","Actions","","","","",".scrollIntoView() - scroll an element into view",""
"passed","Sun Nov 17 09:05:05 GMT 2024","Sun Nov 17 09:05:05 GMT 2024","96","Traversal","","","","",".prevAll() - get all previous sibling DOM elements",""
"passed","Sun Nov 17 09:04:08 GMT 2024","Sun Nov 17 09:04:08 GMT 2024","103","Connectors","","","","",".its() - get properties on the current subject",""
"passed","Sun Nov 17 09:05:05 GMT 2024","Sun Nov 17 09:05:05 GMT 2024","100","Traversal","","","","",".prevUntil() - get all previous sibling DOM elements until el",""
"passed","Sun Nov 17 09:05:28 GMT 2024","Sun Nov 17 09:05:28 GMT 2024","72","Window","","","","","cy.title() - get the title",""
"passed","Sun Nov 17 09:04:08 GMT 2024","Sun Nov 17 09:04:08 GMT 2024","92","Connectors","","","","",".invoke() - invoke a function on the current subject",""
"passed","Sun Nov 17 09:04:54 GMT 2024","Sun Nov 17 09:04:54 GMT 2024","21","Spies, Stubs, and Clock","","","","","matches call arguments using Sinon matchers",""
"passed","Sun Nov 17 09:04:17 GMT 2024","Sun Nov 17 09:04:17 GMT 2024","88","Cypress APIs","Cypress.dom","","","",".isHidden() - determine if a DOM element is hidden",""
"passed","Sun Nov 17 09:04:42 GMT 2024","Sun Nov 17 09:04:43 GMT 2024","863","Network Requests","","","","","cy.intercept() - route responses to matching requests",""
"passed","Sun Nov 17 09:03:36 GMT 2024","Sun Nov 17 09:03:36 GMT 2024","242","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Sun Nov 17 09:05:04 GMT 2024","Sun Nov 17 09:05:05 GMT 2024","99","Traversal","","","","",".parentsUntil() - get parent DOM elements from DOM elements until el",""
"passed","Sun Nov 17 09:03:44 GMT 2024","Sun Nov 17 09:03:45 GMT 2024","528","Actions","","","","",".clear() - clears an input or textarea element",""
"passed","Sun Nov 17 09:04:12 GMT 2024","Sun Nov 17 09:04:12 GMT 2024","300","Cookies","","","","","cy.getCookie() - get a browser cookie",""
"passed","Sun Nov 17 09:04:54 GMT 2024","Sun Nov 17 09:04:54 GMT 2024","180","Spies, Stubs, and Clock","","","","","cy.clock() - control time in the browser",""
"passed","Sun Nov 17 09:04:25 GMT 2024","Sun Nov 17 09:04:25 GMT 2024","91","Location","","","","","cy.location() - get window.location",""
"passed","Sun Nov 17 09:04:25 GMT 2024","Sun Nov 17 09:04:25 GMT 2024","199","Location","","","","","cy.hash() - get the current URL hash",""
"passed","Sun Nov 17 09:04:18 GMT 2024","Sun Nov 17 09:04:18 GMT 2024","84","Cypress APIs","Cypress.spec","","","","Get current spec information",""
