"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 17 09:14:07 GMT 2024","Sun Nov 17 09:14:08 GMT 2024","597","Querying","","","","","best practices - selecting elements",""
"passed","Sun Nov 17 09:13:37 GMT 2024","Sun Nov 17 09:13:37 GMT 2024","107","Files","","","","","cy.readFile() - read file contents",""
"passed","Sun Nov 17 09:13:13 GMT 2024","Sun Nov 17 09:13:13 GMT 2024","95","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Sun Nov 17 09:13:12 GMT 2024","Sun Nov 17 09:13:12 GMT 2024","305","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Sun Nov 17 09:13:37 GMT 2024","Sun Nov 17 09:13:37 GMT 2024","93","Files","","","","","cy.fixture() or require - load a fixture",""
"passed","Sun Nov 17 09:14:01 GMT 2024","Sun Nov 17 09:14:02 GMT 2024","1047","Network Requests","","","","","cy.intercept() - route responses to matching requests",""
"passed","Sun Nov 17 09:13:20 GMT 2024","Sun Nov 17 09:13:20 GMT 2024","90","Connectors",".then()","","","","yields the value yielded by the last Cypress command inside",""
"passed","Sun Nov 17 09:13:42 GMT 2024","Sun Nov 17 09:13:42 GMT 2024","77","Location","","","","","cy.url() - get the current URL",""
"passed","Sun Nov 17 09:12:52 GMT 2024","Sun Nov 17 09:12:52 GMT 2024","148","Actions","","","","",".focus() - focus on a DOM element",""
"passed","Sun Nov 17 09:13:26 GMT 2024","Sun Nov 17 09:13:26 GMT 2024","114","Cookies","","","","","cy.setCookie() - set a browser cookie",""
"passed","Sun Nov 17 09:12:58 GMT 2024","Sun Nov 17 09:12:59 GMT 2024","863","Actions","","","","",".select() - select an option in a <select> element",""
"passed","Sun Nov 17 09:13:07 GMT 2024","Sun Nov 17 09:13:07 GMT 2024","683","Aliasing","","","","",".as() - alias a route for later use",""
"passed","Sun Nov 17 09:14:29 GMT 2024","Sun Nov 17 09:14:29 GMT 2024","107","Traversal","","","","",".prevUntil() - get all previous sibling DOM elements until el",""
"passed","Sun Nov 17 09:14:26 GMT 2024","Sun Nov 17 09:14:27 GMT 2024","232","Traversal","","","","",".children() - get child DOM elements",""
"passed","Sun Nov 17 09:13:12 GMT 2024","Sun Nov 17 09:13:12 GMT 2024","105","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
"passed","Sun Nov 17 09:13:32 GMT 2024","Sun Nov 17 09:13:32 GMT 2024","90","Cypress APIs","Cypress.env()","","","","Get environment variables",""
"passed","Sun Nov 17 09:14:16 GMT 2024","Sun Nov 17 09:14:16 GMT 2024","179","Spies, Stubs, and Clock","","","","","cy.clock() - control time in the browser",""
"passed","Sun Nov 17 09:13:25 GMT 2024","Sun Nov 17 09:13:25 GMT 2024","300","Cookies","","","","","cy.getCookie() - get a browser cookie",""
"passed","Sun Nov 17 09:14:29 GMT 2024","Sun Nov 17 09:14:29 GMT 2024","99","Traversal","","","","",".parentsUntil() - get parent DOM elements from DOM elements until el",""
"passed","Sun Nov 17 09:12:42 GMT 2024","Sun Nov 17 09:12:42 GMT 2024","257","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Sun Nov 17 09:13:47 GMT 2024","Sun Nov 17 09:13:48 GMT 2024","271","Misc","","","","","cy.focused() - get the DOM element that has focus",""
"passed","Sun Nov 17 09:14:57 GMT 2024","Sun Nov 17 09:14:57 GMT 2024","79","Window","","","","","cy.title() - get the title",""
"passed","Sun Nov 17 09:13:31 GMT 2024","Sun Nov 17 09:13:31 GMT 2024","114","Cypress APIs","Cypress.Cookies","","","",".debug() - enable or disable debugging",""
"passed","Sun Nov 17 09:12:53 GMT 2024","Sun Nov 17 09:12:53 GMT 2024","510","Actions","","","","",".clear() - clears an input or textarea element",""
"passed","Sun Nov 17 09:12:48 GMT 2024","Sun Nov 17 09:12:52 GMT 2024","3920","Actions","","","","",".type() - type into a DOM element",""
"passed","Sun Nov 17 09:14:07 GMT 2024","Sun Nov 17 09:14:07 GMT 2024","90","Querying","","","","","cy.root() - query the root DOM element",""
"passed","Sun Nov 17 09:14:29 GMT 2024","Sun Nov 17 09:14:29 GMT 2024","104","Traversal","","","","",".prevAll() - get all previous sibling DOM elements",""
"passed","Sun Nov 17 09:13:32 GMT 2024","Sun Nov 17 09:13:32 GMT 2024","84","Cypress APIs","Cypress.platform","","","","Get underlying OS name",""
"passed","Sun Nov 17 09:12:57 GMT 2024","Sun Nov 17 09:12:58 GMT 2024","783","Actions","","","","",".uncheck() - uncheck a checkbox element",""
"passed","Sun Nov 17 09:12:42 GMT 2024","Sun Nov 17 09:12:42 GMT 2024","217","example to-do app","","","","","can check off an item as completed",""
"passed","Sun Nov 17 09:14:28 GMT 2024","Sun Nov 17 09:14:28 GMT 2024","103","Traversal","","","","",".not() - remove DOM elements from set of DOM elements",""
"passed","Sun Nov 17 09:13:25 GMT 2024","Sun Nov 17 09:13:26 GMT 2024","129","Cookies","","","","","cy.getAllCookies() - get all browser cookies",""
"passed","Sun Nov 17 09:13:32 GMT 2024","Sun Nov 17 09:13:32 GMT 2024","84","Cypress APIs","Cypress.spec","","","","Get current spec information",""
"passed","Sun Nov 17 09:13:59 GMT 2024","Sun Nov 17 09:14:00 GMT 2024","526","Network Requests","","","","","cy.request() - make an XHR request",""
"passed","Sun Nov 17 09:13:37 GMT 2024","Sun Nov 17 09:13:37 GMT 2024","315","Files","","","","","cy.fixture() - load a fixture",""
"passed","Sun Nov 17 09:13:48 GMT 2024","Sun Nov 17 09:13:49 GMT 2024","894","Misc","Cypress.Screenshot","","","","cy.screenshot() - take a screenshot",""
"passed","Sun Nov 17 09:13:32 GMT 2024","Sun Nov 17 09:13:32 GMT 2024","83","Cypress APIs","Cypress.version","","","","Get current version of Cypress being run",""
"passed","Sun Nov 17 09:13:12 GMT 2024","Sun Nov 17 09:13:12 GMT 2024","111","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Sun Nov 17 09:13:20 GMT 2024","Sun Nov 17 09:13:20 GMT 2024","106","Connectors","","","","",".its() - get properties on the current subject",""
"passed","Sun Nov 17 09:14:35 GMT 2024","Sun Nov 17 09:14:35 GMT 2024","85","Utilities","","","","","Cypress.minimatch - test out glob patterns against strings",""
"passed","Sun Nov 17 09:12:59 GMT 2024","Sun Nov 17 09:12:59 GMT 2024","171","Actions","","","","",".scrollIntoView() - scroll an element into view",""
"passed","Sun Nov 17 09:13:31 GMT 2024","Sun Nov 17 09:13:32 GMT 2024","119","Cypress APIs","Cypress.config()","","","","Get and set configuration options",""
"passed","Sun Nov 17 09:13:32 GMT 2024","Sun Nov 17 09:13:32 GMT 2024","86","Cypress APIs","Cypress.dom","","","",".isHidden() - determine if a DOM element is hidden",""
"passed","Sun Nov 17 09:14:35 GMT 2024","Sun Nov 17 09:14:35 GMT 2024","281","Utilities","","","","","Cypress.Blob - blob utilities and base64 string conversion",""
"passed","Sun Nov 17 09:13:25 GMT 2024","Sun Nov 17 09:13:25 GMT 2024","191","Cookies","","","","","cy.getCookies() - get browser cookies for the current domain",""
"passed","Sun Nov 17 09:13:32 GMT 2024","Sun Nov 17 09:13:32 GMT 2024","81","Cypress APIs","Cypress.log","","","","Control what is printed to the Command Log",""
"passed","Sun Nov 17 09:13:12 GMT 2024","Sun Nov 17 09:13:12 GMT 2024","101","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Sun Nov 17 09:12:56 GMT 2024","Sun Nov 17 09:12:56 GMT 2024","209","Actions","","","","",".dblclick() - double click on a DOM element",""
"passed","Sun Nov 17 09:14:22 GMT 2024","Sun Nov 17 09:14:22 GMT 2024","160","Local Storage / Session Storage","","","","","cy.clearAllSessionStorage() - clear all data in sessionStorage for all origins",""
"passed","Sun Nov 17 09:12:59 GMT 2024","Sun Nov 17 09:13:01 GMT 2024","2139","Actions","","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Sun Nov 17 09:14:21 GMT 2024","Sun Nov 17 09:14:21 GMT 2024","165","Local Storage / Session Storage","","","","","cy.getAllLocalStorage() - get all data in localStorage for all origins",""
"passed","Sun Nov 17 09:14:00 GMT 2024","Sun Nov 17 09:14:01 GMT 2024","385","Network Requests","","","","","cy.request() - pass result to the second request",""
"passed","Sun Nov 17 09:14:13 GMT 2024","Sun Nov 17 09:14:16 GMT 2024","2518","Spies, Stubs, and Clock","","","","","cy.spy() retries until assertions pass",""
"passed","Sun Nov 17 09:13:13 GMT 2024","Sun Nov 17 09:13:13 GMT 2024","97","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Sun Nov 17 09:13:20 GMT 2024","Sun Nov 17 09:13:20 GMT 2024","104","Connectors","","","","",".invoke() - invoke a function on the current subject",""
"passed","Sun Nov 17 09:13:13 GMT 2024","Sun Nov 17 09:13:13 GMT 2024","100","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Sun Nov 17 09:14:28 GMT 2024","Sun Nov 17 09:14:28 GMT 2024","106","Traversal","","","","",".last() - get last DOM element",""
"passed","Sun Nov 17 09:13:53 GMT 2024","Sun Nov 17 09:13:54 GMT 2024","887","Navigation","","","","","cy.go() - go back or forward in the browser's history",""
"passed","Sun Nov 17 09:14:27 GMT 2024","Sun Nov 17 09:14:27 GMT 2024","101","Traversal","","","","",".filter() - get DOM elements that match the selector",""
"passed","Sun Nov 17 09:14:28 GMT 2024","Sun Nov 17 09:14:28 GMT 2024","101","Traversal","","","","",".parent() - get parent DOM element from DOM elements",""
