"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 17 08:57:18 GMT 2024","Sun Nov 17 08:57:18 GMT 2024","157","Actions","","","","",".focus() - focus on a DOM element",""
"passed","Sun Nov 17 08:58:05 GMT 2024","Sun Nov 17 08:58:06 GMT 2024","923","Misc","Cypress.Screenshot","","","","cy.screenshot() - take a screenshot",""
"passed","Sun Nov 17 08:57:42 GMT 2024","Sun Nov 17 08:57:43 GMT 2024","100","Connectors","","","","",".its() - get properties on the current subject",""
"passed","Sun Nov 17 08:58:00 GMT 2024","Sun Nov 17 08:58:01 GMT 2024","200","Location","","","","","cy.hash() - get the current URL hash",""
"passed","Sun Nov 17 08:57:57 GMT 2024","Sun Nov 17 08:57:57 GMT 2024","181","Files","","","","","cy.writeFile() - write to a file",""
"passed","Sun Nov 17 08:58:16 GMT 2024","Sun Nov 17 08:58:16 GMT 2024","172","Network Requests","","","","","cy.request() with query parameters",""
"passed","Sun Nov 17 08:57:10 GMT 2024","Sun Nov 17 08:57:10 GMT 2024","255","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Sun Nov 17 08:57:20 GMT 2024","Sun Nov 17 08:57:22 GMT 2024","1859","Actions","","","","",".click() - click on a DOM element",""
"passed","Sun Nov 17 08:58:39 GMT 2024","Sun Nov 17 08:58:39 GMT 2024","110","Traversal","","","","",".nextUntil() - get next sibling DOM elements until next el",""
"passed","Sun Nov 17 08:58:21 GMT 2024","Sun Nov 17 08:58:21 GMT 2024","119","Querying","","","","","cy.contains() - query DOM elements with matching content",""
"passed","Sun Nov 17 08:58:49 GMT 2024","Sun Nov 17 08:58:52 GMT 2024","2737","Viewport","","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Sun Nov 17 08:57:36 GMT 2024","Sun Nov 17 08:57:36 GMT 2024","276","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Sun Nov 17 08:58:44 GMT 2024","Sun Nov 17 08:58:44 GMT 2024","93","Utilities","","","","","Cypress.minimatch - test out glob patterns against strings",""
"passed","Sun Nov 17 08:58:40 GMT 2024","Sun Nov 17 08:58:40 GMT 2024","106","Traversal","","","","",".prevAll() - get all previous sibling DOM elements",""
"passed","Sun Nov 17 08:57:09 GMT 2024","Sun Nov 17 08:57:09 GMT 2024","395","example to-do app","","","","","can add new todo items",""
"passed","Sun Nov 17 08:58:15 GMT 2024","Sun Nov 17 08:58:15 GMT 2024","428","Network Requests","","","","","cy.request() - make an XHR request",""
"passed","Sun Nov 17 08:58:06 GMT 2024","Sun Nov 17 08:58:06 GMT 2024","84","Misc","Cypress.Screenshot","","","","Cypress.Screenshot.defaults() - change default config of screenshots",""
"passed","Sun Nov 17 08:58:22 GMT 2024","Sun Nov 17 08:58:22 GMT 2024","595","Querying","","","","","best practices - selecting elements",""
"passed","Sun Nov 17 08:57:37 GMT 2024","Sun Nov 17 08:57:37 GMT 2024","98","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Sun Nov 17 08:57:43 GMT 2024","Sun Nov 17 08:57:43 GMT 2024","91","Connectors",".then()","","","","yields the value yielded by the last Cypress command inside",""
"passed","Sun Nov 17 08:57:53 GMT 2024","Sun Nov 17 08:57:53 GMT 2024","89","Cypress APIs","Cypress.spec","","","","Get current spec information",""
"passed","Sun Nov 17 08:57:43 GMT 2024","Sun Nov 17 08:57:43 GMT 2024","90","Connectors","","","","",".spread() - spread an array as individual args to callback function",""
"passed","Sun Nov 17 08:58:40 GMT 2024","Sun Nov 17 08:58:40 GMT 2024","104","Traversal","","","","",".prevUntil() - get all previous sibling DOM elements until el",""
"passed","Sun Nov 17 08:58:16 GMT 2024","Sun Nov 17 08:58:16 GMT 2024","282","Network Requests","","","","","cy.request() - pass result to the second request",""
"passed","Sun Nov 17 08:57:43 GMT 2024","Sun Nov 17 08:57:43 GMT 2024","95","Connectors",".then()","","","","invokes a callback function with the current subject",""
"passed","Sun Nov 17 08:57:52 GMT 2024","Sun Nov 17 08:57:52 GMT 2024","91","Cypress APIs","Cypress.dom","","","",".isHidden() - determine if a DOM element is hidden",""
"passed","Sun Nov 17 08:58:05 GMT 2024","Sun Nov 17 08:58:05 GMT 2024","91","Misc","","","","","cy.wrap() - wrap an object",""
"passed","Sun Nov 17 08:58:05 GMT 2024","Sun Nov 17 08:58:05 GMT 2024","259","Misc","","","","","cy.focused() - get the DOM element that has focus",""
"passed","Sun Nov 17 08:57:36 GMT 2024","Sun Nov 17 08:57:36 GMT 2024","107","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Sun Nov 17 08:58:38 GMT 2024","Sun Nov 17 08:58:38 GMT 2024","108","Traversal","","","","",".next() - get next sibling DOM element",""
"passed","Sun Nov 17 08:58:59 GMT 2024","Sun Nov 17 08:58:59 GMT 2024","201","Waiting","","","","","cy.wait() - wait for a specific route",""
"passed","Sun Nov 17 08:57:47 GMT 2024","Sun Nov 17 08:57:47 GMT 2024","130","Cookies","","","","","cy.getAllCookies() - get all browser cookies",""
"passed","Sun Nov 17 08:58:21 GMT 2024","Sun Nov 17 08:58:21 GMT 2024","240","Querying","","","","","cy.get() - query DOM elements",""
"passed","Sun Nov 17 08:58:37 GMT 2024","Sun Nov 17 08:58:37 GMT 2024","117","Traversal","","","","",".closest() - get closest ancestor DOM element",""
"passed","Sun Nov 17 08:57:52 GMT 2024","Sun Nov 17 08:57:52 GMT 2024","89","Cypress APIs","Cypress.env()","","","","Get environment variables",""
"passed","Sun Nov 17 08:59:03 GMT 2024","Sun Nov 17 08:59:03 GMT 2024","181","Window","","","","","cy.window() - get the global window object",""
"passed","Sun Nov 17 08:58:11 GMT 2024","Sun Nov 17 08:58:11 GMT 2024","400","Navigation","","","","","cy.reload() - reload the page",""
"passed","Sun Nov 17 08:57:09 GMT 2024","Sun Nov 17 08:57:09 GMT 2024","184","example to-do app","","","","","can check off an item as completed",""
"passed","Sun Nov 17 08:58:32 GMT 2024","Sun Nov 17 08:58:33 GMT 2024","471","Local Storage / Session Storage","","","","","cy.clearLocalStorage() - clear all data in localStorage for the current origin",""
"passed","Sun Nov 17 08:58:04 GMT 2024","Sun Nov 17 08:58:05 GMT 2024","703","Misc","","","","","cy.exec() - execute a system command",""
"passed","Sun Nov 17 08:57:47 GMT 2024","Sun Nov 17 08:57:48 GMT 2024","109","Cookies","","","","","cy.setCookie() - set a browser cookie",""
"passed","Sun Nov 17 08:57:52 GMT 2024","Sun Nov 17 08:57:52 GMT 2024","118","Cypress APIs","Cypress.Cookies","","","",".debug() - enable or disable debugging",""
"passed","Sun Nov 17 08:57:22 GMT 2024","Sun Nov 17 08:57:22 GMT 2024","222","Actions","","","","",".dblclick() - double click on a DOM element",""
"passed","Sun Nov 17 08:57:22 GMT 2024","Sun Nov 17 08:57:22 GMT 2024","208","Actions","","","","",".rightclick() - right click on a DOM element",""
"passed","Sun Nov 17 08:57:48 GMT 2024","Sun Nov 17 08:57:48 GMT 2024","114","Cookies","","","","","cy.clearAllCookies() - clear all browser cookies",""
"passed","Sun Nov 17 08:57:52 GMT 2024","Sun Nov 17 08:57:53 GMT 2024","87","Cypress APIs","Cypress.log","","","","Control what is printed to the Command Log",""
"passed","Sun Nov 17 08:58:11 GMT 2024","Sun Nov 17 08:58:11 GMT 2024","349","Navigation","","","","","cy.visit() - visit a remote url",""
